#alpha=6283.185307
#X=1.000000,Y=1.000000,Z=1.000000
#Vx=0.100000,Vy=0.100000,Vz=0.100000
1.000000 1.000000 1.000000 #modulo(velocidade)=0.000000
1.000047 1.000113 1.000057 #modulo(velocidade)=0.173205
1.000081 1.000239 1.000023 #modulo(velocidade)=0.173205
1.000175 1.000305 0.999952 #modulo(velocidade)=0.173205
1.000307 1.000333 0.999957 #modulo(velocidade)=0.173205
1.000394 1.000406 1.000031 #modulo(velocidade)=0.173205
1.000425 1.000536 1.000055 #modulo(velocidade)=0.173205
1.000478 1.000642 0.999991 #modulo(velocidade)=0.173205
1.000596 1.000684 0.999941 #modulo(velocidade)=0.173205
1.000719 1.000722 0.999984 #modulo(velocidade)=0.173205
1.000777 1.000823 1.000052 #modulo(velocidade)=0.173205
1.000806 1.000954 1.000036 #modulo(velocidade)=0.173205
1.000887 1.001034 0.999962 #modulo(velocidade)=0.173205
1.001018 1.001062 0.999947 #modulo(velocidade)=0.173205
1.001119 1.001122 1.000015 #modulo(velocidade)=0.173205
1.001156 1.001245 1.000057 #modulo(velocidade)=0.173205
1.001198 1.001363 1.000007 #modulo(velocidade)=0.173205
1.001305 1.001416 0.999944 #modulo(velocidade)=0.173205
1.001434 1.001447 0.999968 #modulo(velocidade)=0.173205
1.001508 1.001534 1.000041 #modulo(velocidade)=0.173205
1.001536 1.001666 1.000046 #modulo(velocidade)=0.173205
1.001601 1.001761 0.999975 #modulo(velocidade)=0.173205
1.001727 1.001795 0.999940 #modulo(velocidade)=0.173205
1.001841 1.001841 0.999997 #modulo(velocidade)=0.173205
1.001889 1.001953 1.000055 #modulo(velocidade)=0.173205
1.001922 1.002080 1.000022 #modulo(velocidade)=0.173205
1.002015 1.002148 0.999950 #modulo(velocidade)=0.173205
1.002147 1.002176 0.999953 #modulo(velocidade)=0.173205
1.002236 1.002247 1.000025 #modulo(velocidade)=0.173205
1.002268 1.002375 1.000052 #modulo(velocidade)=0.173205
1.002319 1.002485 0.999991 #modulo(velocidade)=0.173205
1.002435 1.002528 0.999938 #modulo(velocidade)=0.173205
1.002559 1.002564 0.999976 #modulo(velocidade)=0.173205
1.002622 1.002662 1.000045 #modulo(velocidade)=0.173205
1.002650 1.002794 1.000035 #modulo(velocidade)=0.173205
1.002726 1.002878 0.999962 #modulo(velocidade)=0.173205
1.002856 1.002908 0.999940 #modulo(velocidade)=0.173205
1.002962 1.002963 1.000005 #modulo(velocidade)=0.173205
1.003003 1.003083 1.000052 #modulo(velocidade)=0.173205
1.003041 1.003205 1.000008 #modulo(velocidade)=0.173205
1.003143 1.003263 0.999941 #modulo(velocidade)=0.173205
1.003274 1.003292 0.999956 #modulo(velocidade)=0.173205
1.003354 1.003373 1.000030 #modulo(velocidade)=0.173205
1.003383 1.003504 1.000044 #modulo(velocidade)=0.173205
1.003442 1.003605 0.999977 #modulo(velocidade)=0.173205
1.003564 1.003644 0.999933 #modulo(velocidade)=0.173205
1.003683 1.003685 0.999981 #modulo(velocidade)=0.173205
1.003738 1.003790 1.000045 #modulo(velocidade)=0.173205
1.003768 1.003920 1.000023 #modulo(velocidade)=0.173205
1.003852 1.003996 0.999949 #modulo(velocidade)=0.173205
1.003984 1.004025 0.999939 #modulo(velocidade)=0.173205
1.004082 1.004087 1.000008 #modulo(velocidade)=0.173205
1.004119 1.004211 1.000047 #modulo(velocidade)=0.173205
1.004162 1.004328 0.999994 #modulo(velocidade)=0.173205
1.004270 1.004380 0.999932 #modulo(velocidade)=0.173205
1.004399 1.004412 0.999957 #modulo(velocidade)=0.173205
1.004473 1.004499 1.000029 #modulo(velocidade)=0.173205
1.004501 1.004631 1.000035 #modulo(velocidade)=0.173205
1.004566 1.004727 0.999964 #modulo(velocidade)=0.173205
1.004691 1.004761 0.999927 #modulo(velocidade)=0.173205
1.004806 1.004807 0.999981 #modulo(velocidade)=0.173205
1.004856 1.004918 1.000041 #modulo(velocidade)=0.173205
1.004889 1.005046 1.000011 #modulo(velocidade)=0.173205
1.004978 1.005116 0.999938 #modulo(velocidade)=0.173205
1.005110 1.005144 0.999935 #modulo(velocidade)=0.173205
1.005204 1.005212 1.000006 #modulo(velocidade)=0.173205
1.005238 1.005339 1.000039 #modulo(velocidade)=0.173205
1.005285 1.005452 0.999982 #modulo(velocidade)=0.173205
1.005397 1.005500 0.999923 #modulo(velocidade)=0.173205
1.005524 1.005533 0.999954 #modulo(velocidade)=0.173205
1.005593 1.005625 1.000025 #modulo(velocidade)=0.173205
1.005622 1.005757 1.000024 #modulo(velocidade)=0.173205
1.005690 1.005849 0.999952 #modulo(velocidade)=0.173205
1.005817 1.005882 0.999920 #modulo(velocidade)=0.173205
1.005930 1.005931 0.999977 #modulo(velocidade)=0.173205
1.005977 1.006044 1.000033 #modulo(velocidade)=0.173205
1.006011 1.006171 1.000000 #modulo(velocidade)=0.173205
1.006103 1.006238 0.999928 #modulo(velocidade)=0.173205
1.006236 1.006267 0.999929 #modulo(velocidade)=0.173205
1.006327 1.006337 1.000000 #modulo(velocidade)=0.173205
1.006360 1.006464 1.000030 #modulo(velocidade)=0.173205
1.006408 1.006576 0.999971 #modulo(velocidade)=0.173205
1.006522 1.006623 0.999913 #modulo(velocidade)=0.173205
1.006649 1.006657 0.999946 #modulo(velocidade)=0.173205
1.006716 1.006750 1.000017 #modulo(velocidade)=0.173205
1.006745 1.006882 1.000014 #modulo(velocidade)=0.173205
1.006814 1.006973 0.999941 #modulo(velocidade)=0.173205
1.006942 1.007006 0.999910 #modulo(velocidade)=0.173205
