0.000000 -2.000000 1.000000
1.000000 -2.000000 1.000000
2.000000 -2.000000 1.000000
3.000000 -2.000000 1.000000
4.000000 -2.000000 1.000000
5.000000 -2.000000 1.000000
6.000000 -1.992188 0.998047
7.000000 -1.984375 0.996094
8.000000 -1.976562 0.994141
9.000000 -1.968750 0.992188
10.000000 -1.960938 0.990234
11.000000 -1.960938 0.990234
12.000000 -1.960938 0.990234
13.000000 -1.953125 0.988281
14.000000 -1.953125 0.988281
15.000000 -1.945312 0.986328
16.000000 -1.945312 0.986328
17.000000 -1.945312 0.986328
18.000000 -1.945312 0.986328
19.000000 -1.937500 0.984375
20.000000 -1.929688 0.982422
21.000000 -1.921875 0.980469
22.000000 -1.921875 0.980469
23.000000 -1.921875 0.980469
24.000000 -1.914062 0.978516
25.000000 -1.914062 0.978516
26.000000 -1.906250 0.976562
27.000000 -1.898438 0.974609
28.000000 -1.890625 0.972656
29.000000 -1.890625 0.972656
30.000000 -1.890625 0.972656
31.000000 -1.890625 0.972656
32.000000 -1.890625 0.972656
33.000000 -1.890625 0.972656
34.000000 -1.890625 0.972656
35.000000 -1.890625 0.972656
36.000000 -1.882812 0.970703
37.000000 -1.882812 0.970703
38.000000 -1.882812 0.970703
39.000000 -1.882812 0.970703
40.000000 -1.882812 0.970703
41.000000 -1.882812 0.970703
42.000000 -1.890625 0.972656
43.000000 -1.890625 0.972656
44.000000 -1.890625 0.972656
45.000000 -1.890625 0.972656
46.000000 -1.882812 0.970703
47.000000 -1.882812 0.970703
48.000000 -1.875000 0.968750
49.000000 -1.875000 0.968750
50.000000 -1.867188 0.966797
51.000000 -1.859375 0.964844
52.000000 -1.851562 0.962891
53.000000 -1.843750 0.960938
54.000000 -1.843750 0.960938
55.000000 -1.843750 0.960938
56.000000 -1.843750 0.960938
57.000000 -1.843750 0.960938
58.000000 -1.835938 0.958984
59.000000 -1.835938 0.958984
60.000000 -1.828125 0.957031
61.000000 -1.835938 0.958984
62.000000 -1.828125 0.957031
63.000000 -1.828125 0.957031
64.000000 -1.820312 0.955078
65.000000 -1.820312 0.955078
66.000000 -1.820312 0.955078
67.000000 -1.820312 0.955078
68.000000 -1.820312 0.955078
69.000000 -1.820312 0.955078
70.000000 -1.812500 0.953125
71.000000 -1.804688 0.951172
72.000000 -1.796875 0.949219
73.000000 -1.796875 0.949219
74.000000 -1.789062 0.947266
75.000000 -1.789062 0.947266
76.000000 -1.785156 0.945312
77.000000 -1.777344 0.943359
78.000000 -1.769531 0.941406
79.000000 -1.769531 0.941406
80.000000 -1.761719 0.939453
81.000000 -1.769531 0.941406
82.000000 -1.769531 0.941406
83.000000 -1.777344 0.943359
84.000000 -1.777344 0.943359
85.000000 -1.777344 0.943359
86.000000 -1.769531 0.941406
87.000000 -1.769531 0.941406
88.000000 -1.761719 0.939453
89.000000 -1.761719 0.939453
90.000000 -1.761719 0.939453
91.000000 -1.761719 0.939453
92.000000 -1.753906 0.937500
93.000000 -1.753906 0.937500
94.000000 -1.746094 0.935547
95.000000 -1.746094 0.935547
96.000000 -1.746094 0.935547
97.000000 -1.738281 0.933594
98.000000 -1.734375 0.931641
99.000000 -1.726562 0.929688
100.000000 -1.726562 0.929688
101.000000 -1.726562 0.929688
102.000000 -1.726562 0.929688
103.000000 -1.734375 0.931641
104.000000 -1.726562 0.929688
105.000000 -1.718750 0.927734
106.000000 -1.714844 0.925781
107.000000 -1.714844 0.925781
108.000000 -1.707031 0.923828
109.000000 -1.707031 0.923828
110.000000 -1.703125 0.921875
111.000000 -1.695312 0.919922
112.000000 -1.687500 0.917969
113.000000 -1.679688 0.916016
114.000000 -1.675781 0.914062
115.000000 -1.667969 0.912109
116.000000 -1.660156 0.910156
117.000000 -1.660156 0.910156
118.000000 -1.660156 0.910156
119.000000 -1.656250 0.908203
120.000000 -1.664062 0.910156
121.000000 -1.664062 0.910156
122.000000 -1.656250 0.908203
123.000000 -1.656250 0.908203
124.000000 -1.652344 0.906250
125.000000 -1.652344 0.906250
126.000000 -1.644531 0.904297
127.000000 -1.640625 0.902344
128.000000 -1.636719 0.900391
129.000000 -1.636719 0.900391
130.000000 -1.628906 0.898438
131.000000 -1.621094 0.896484
132.000000 -1.621094 0.896484
133.000000 -1.613281 0.894531
134.000000 -1.605469 0.892578
135.000000 -1.601562 0.890625
136.000000 -1.593750 0.888672
137.000000 -1.593750 0.888672
138.000000 -1.589844 0.886719
139.000000 -1.593750 0.888672
140.000000 -1.585938 0.886719
141.000000 -1.585938 0.886719
142.000000 -1.582031 0.884766
143.000000 -1.582031 0.884766
144.000000 -1.582031 0.884766
145.000000 -1.582031 0.884766
146.000000 -1.574219 0.882812
147.000000 -1.570312 0.880859
148.000000 -1.562500 0.878906
149.000000 -1.562500 0.878906
150.000000 -1.562500 0.878906
151.000000 -1.554688 0.876953
152.000000 -1.562500 0.878906
153.000000 -1.554688 0.876953
154.000000 -1.546875 0.875000
155.000000 -1.539062 0.873047
156.000000 -1.539062 0.873047
157.000000 -1.531250 0.871094
158.000000 -1.523438 0.869141
159.000000 -1.523438 0.869141
160.000000 -1.515625 0.867188
161.000000 -1.511719 0.865234
162.000000 -1.511719 0.865234
163.000000 -1.507812 0.863281
164.000000 -1.500000 0.861328
165.000000 -1.492188 0.859375
166.000000 -1.488281 0.857422
167.000000 -1.480469 0.855469
168.000000 -1.472656 0.853516
169.000000 -1.472656 0.853516
170.000000 -1.464844 0.851562
171.000000 -1.460938 0.849609
172.000000 -1.460938 0.849609
173.000000 -1.453125 0.847656
174.000000 -1.460938 0.849609
175.000000 -1.460938 0.849609
176.000000 -1.457031 0.847656
177.000000 -1.457031 0.847656
178.000000 -1.457031 0.847656
179.000000 -1.464844 0.849609
180.000000 -1.464844 0.849609
181.000000 -1.464844 0.849609
182.000000 -1.457031 0.847656
183.000000 -1.457031 0.847656
184.000000 -1.457031 0.847656
185.000000 -1.460938 0.849609
186.000000 -1.460938 0.849609
187.000000 -1.457031 0.847656
188.000000 -1.464844 0.849609
189.000000 -1.464844 0.849609
190.000000 -1.464844 0.849609
191.000000 -1.464844 0.849609
192.000000 -1.457031 0.847656
193.000000 -1.457031 0.847656
194.000000 -1.449219 0.845703
195.000000 -1.449219 0.845703
196.000000 -1.441406 0.843750
197.000000 -1.433594 0.841797
198.000000 -1.433594 0.841797
199.000000 -1.433594 0.841797
200.000000 -1.425781 0.839844
201.000000 -1.425781 0.839844
202.000000 -1.425781 0.839844
203.000000 -1.425781 0.839844
204.000000 -1.421875 0.837891
205.000000 -1.421875 0.837891
206.000000 -1.421875 0.837891
207.000000 -1.429688 0.839844
208.000000 -1.429688 0.839844
209.000000 -1.429688 0.839844
210.000000 -1.421875 0.837891
211.000000 -1.421875 0.837891
212.000000 -1.421875 0.837891
213.000000 -1.414062 0.835938
214.000000 -1.421875 0.837891
215.000000 -1.421875 0.837891
216.000000 -1.421875 0.837891
